"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Ukraine","2001","Not applicable","Not applicable","Number","2142537.10277"
"Ukraine","2000","Not applicable","Not applicable","Number","1803655.5653"
"Ukraine","1999","Not applicable","Not applicable","Number","1678349.3415"
"Ukraine","1998","Not applicable","Not applicable","Number","1827606.23849"
"Ukraine","1997","Not applicable","Not applicable","Number","2053781.24138"
"United Arab Emirates","2014","Not applicable","Not applicable","Number","4304276.71851"
"United Arab Emirates","2011","Not applicable","Not applicable","Number","2461027.10038"
"United Kingdom of Great Britain and Northern Ireland","2014","Not applicable","Not applicable","Number","43623895.70483"
"United Kingdom of Great Britain and Northern Ireland","2013","Not applicable","Not applicable","Number","41336062.81628"
"United Kingdom of Great Britain and Northern Ireland","2012","Not applicable","Not applicable","Number","38851796.06476"
"United Kingdom of Great Britain and Northern Ireland","2011","Not applicable","Not applicable","Number","39132640.81045"
"United Kingdom of Great Britain and Northern Ireland","2010","Not applicable","Not applicable","Number","38139302.05743"
"United Kingdom of Great Britain and Northern Ireland","2009","Not applicable","Not applicable","Number","39432831.72483"
"United Kingdom of Great Britain and Northern Ireland","2008","Not applicable","Not applicable","Number","39396922.14559"
"United Kingdom of Great Britain and Northern Ireland","2007","Not applicable","Not applicable","Number","38734968.15583"
"United Kingdom of Great Britain and Northern Ireland","2006","Not applicable","Not applicable","Number","37045711.81329"
"United Kingdom of Great Britain and Northern Ireland","2005","Not applicable","Not applicable","Number","34080666.73688"
"United Kingdom of Great Britain and Northern Ireland","2004","Not applicable","Not applicable","Number","32024400.92935"
"United Kingdom of Great Britain and Northern Ireland","2003","Not applicable","Not applicable","Number","31093647.69565"
"United Kingdom of Great Britain and Northern Ireland","2002","Not applicable","Not applicable","Number","30635711.97542"
"United Kingdom of Great Britain and Northern Ireland","2001","Not applicable","Not applicable","Number","29193794.04374"
"United Kingdom of Great Britain and Northern Ireland","2000","Not applicable","Not applicable","Number","27872777.55579"
"United Kingdom of Great Britain and Northern Ireland","1999","Not applicable","Not applicable","Number","25938548.42763"
"United Kingdom of Great Britain and Northern Ireland","1998","Not applicable","Not applicable","Number","23944529.91731"
"United Kingdom of Great Britain and Northern Ireland","1997","Not applicable","Not applicable","Number","23071195.71463"
"United Kingdom of Great Britain and Northern Ireland","1996","Not applicable","Not applicable","Number","22346856.38217"
"United Republic of Tanzania","2013","Not applicable","Not applicable","Number","622700.75113"
"United Republic of Tanzania","2010","Not applicable","Not applicable","Number","348663.74523"
"United Republic of Tanzania","2007","Not applicable","Not applicable","Number","253325.46456"
"United States of America","2013","Not applicable","Not applicable","Number","456977000"
"United States of America","2012","Not applicable","Not applicable","Number","436078000"
"United States of America","2011","Not applicable","Not applicable","Number","428745000"
"United States of America","2010","Not applicable","Not applicable","Number","410093000"
"United States of America","2009","Not applicable","Not applicable","Number","406405000"
"United States of America","2008","Not applicable","Not applicable","Number","407238000"
"United States of America","2007","Not applicable","Not applicable","Number","380316000"
"United States of America","2006","Not applicable","Not applicable","Number","353328000"
"United States of America","2005","Not applicable","Not applicable","Number","328128000"
"United States of America","2004","Not applicable","Not applicable","Number","305640000"
"United States of America","2003","Not applicable","Not applicable","Number","293852000"
"United States of America","2002","Not applicable","Not applicable","Number","279891000"
"United States of America","2001","Not applicable","Not applicable","Number","280238000"
"United States of America","2000","Not applicable","Not applicable","Number","269513000"
"United States of America","1999","Not applicable","Not applicable","Number","245548000"
"United States of America","1998","Not applicable","Not applicable","Number","226934000"
"United States of America","1997","Not applicable","Not applicable","Number","212708789"
"United States of America","1996","Not applicable","Not applicable","Number","197792150"
"Uruguay","2014","Not applicable","Not applicable","Number","238823.04071"
"Uruguay","2013","Not applicable","Not applicable","Number","218420.40251"
"Uruguay","2012","Not applicable","Not applicable","Number","208385.14852"
"Uruguay","2011","Not applicable","Not applicable","Number","211376.53346"
"Uruguay","2010","Not applicable","Not applicable","Number","192673.72064"
"Uruguay","2009","Not applicable","Not applicable","Number","213506.83176"
"Uruguay","2008","Not applicable","Not applicable","Number","187115.92676"
"Uruguay","2007","Not applicable","Not applicable","Number","191513.87065"
"Uruguay","2006","Not applicable","Not applicable","Number","150636.15073"
"Uruguay","2002","Not applicable","Not applicable","Number","74378.4428"
"Uruguay","2000","Not applicable","Not applicable","Number","70921.92501"
"Uruguay","1999","Not applicable","Not applicable","Number","75749.32122"
"Uruguay","1998","Not applicable","Not applicable","Number","65118.4161"
"Uruguay","1997","Not applicable","Not applicable","Number","112412.89265"
"Uruguay","1996","Not applicable","Not applicable","Number","77106.8946"
"Uzbekistan","2014","Not applicable","Not applicable","Number","339001.69374"
"Viet Nam","2011","Not applicable","Not applicable","Number","789059.29849"
"Viet Nam","2002","Not applicable","Not applicable","Number","340438.8033"
"Zambia","2008","Not applicable","Not applicable","Number","101181.18913"
"Zambia","2005","Not applicable","Not applicable","Number","6670.12538"
"Zambia","2004","Not applicable","Not applicable","Number","5371.92096"
"Zambia","2003","Not applicable","Not applicable","Number","1862.28492"
"Zambia","2002","Not applicable","Not applicable","Number","1095.34675"
"Zambia","1997","Not applicable","Not applicable","Number","1143.05289"
"Zambia","1996","Not applicable","Not applicable","Number","1620.75937"

