"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Albania","2008","Not applicable","Not applicable","Number","39831.93782"
"Albania","2007","Not applicable","Not applicable","Number","19875.9172"
"Algeria","2005","Not applicable","Not applicable","Number","242321.25008"
"Algeria","2004","Not applicable","Not applicable","Number","549074.74867"
"Algeria","2003","Not applicable","Not applicable","Number","614641.59092"
"Algeria","2002","Not applicable","Not applicable","Number","1049650.27376"
"Algeria","2001","Not applicable","Not applicable","Number","615279.98832"
"Argentina","2011","Not applicable","Not applicable","Number","4655464.79484"
"Armenia","2014","Not applicable","Not applicable","Number","58412.20491"
"Armenia","2013","Not applicable","Not applicable","Number","51322.61355"
"Armenia","2012","Not applicable","Not applicable","Number","52560.90445"
"Armenia","2011","Not applicable","Not applicable","Number","54549.21031"
"Armenia","2010","Not applicable","Not applicable","Number","45612.709"
"Armenia","2009","Not applicable","Not applicable","Number","53142.3693"
"Armenia","2008","Not applicable","Not applicable","Number","47381.84686"
"Armenia","2007","Not applicable","Not applicable","Number","40891.63041"
"Armenia","2006","Not applicable","Not applicable","Number","39911.74379"
"Armenia","2005","Not applicable","Not applicable","Number","36629.8692"
"Armenia","2004","Not applicable","Not applicable","Number","25650.03715"
"Armenia","2003","Not applicable","Not applicable","Number","25550.65287"
"Armenia","2002","Not applicable","Not applicable","Number","23142.89142"
"Armenia","2001","Not applicable","Not applicable","Number","22315.96897"
"Armenia","2000","Not applicable","Not applicable","Number","13138.61351"
"Armenia","1999","Not applicable","Not applicable","Number","14059.76874"
"Armenia","1998","Not applicable","Not applicable","Number","14158.22972"
"Armenia","1997","Not applicable","Not applicable","Number","10795.76229"
"Australia","2013","Not applicable","Not applicable","Number","21990342.29026"
"Australia","2011","Not applicable","Not applicable","Number","20955599.1455"
"Australia","2010","Not applicable","Not applicable","Number","20546156.24383"
"Australia","2008","Not applicable","Not applicable","Number","19132997.49235"
"Australia","2006","Not applicable","Not applicable","Number","15503240.22362"
"Australia","2004","Not applicable","Not applicable","Number","11683188.31015"
"Australia","2002","Not applicable","Not applicable","Number","9885296.56039"
"Australia","2000","Not applicable","Not applicable","Number","7951317.06498"
"Australia","1998","Not applicable","Not applicable","Number","6865107.2851"
"Australia","1996","Not applicable","Not applicable","Number","6701057.697"
"Austria","2014","Not applicable","Not applicable","Number","11779712.89504"
"Austria","2013","Not applicable","Not applicable","Number","11341617.80668"
"Austria","2012","Not applicable","Not applicable","Number","10910150.06392"
"Austria","2011","Not applicable","Not applicable","Number","9906498.93171"
"Austria","2010","Not applicable","Not applicable","Number","9585855.63296"
"Austria","2009","Not applicable","Not applicable","Number","8860472.41669"
"Austria","2008","Not applicable","Not applicable","Number","8854091.6417"
"Austria","2007","Not applicable","Not applicable","Number","7917492.38837"
"Austria","2006","Not applicable","Not applicable","Number","7381630.34996"
"Austria","2005","Not applicable","Not applicable","Number","6802552.78631"
"Austria","2004","Not applicable","Not applicable","Number","6005706.48661"
"Austria","2003","Not applicable","Not applicable","Number","5707800.6541"
"Austria","2002","Not applicable","Not applicable","Number","5229778.94384"
"Austria","2001","Not applicable","Not applicable","Number","4791524.42177"
"Austria","2000","Not applicable","Not applicable","Number","4477260.12356"
"Austria","1999","Not applicable","Not applicable","Number","4101891.96468"
"Austria","1998","Not applicable","Not applicable","Number","3703419.07528"
"Austria","1997","Not applicable","Not applicable","Number","3376760.84129"
"Austria","1996","Not applicable","Not applicable","Number","3101701.3647"
"Azerbaijan","2014","Not applicable","Not applicable","Number","350676.8183"
"Azerbaijan","2013","Not applicable","Not applicable","Number","341276.54301"
"Azerbaijan","2012","Not applicable","Not applicable","Number","326612.71474"
"Azerbaijan","2011","Not applicable","Not applicable","Number","304693.90317"
"Azerbaijan","2010","Not applicable","Not applicable","Number","309146.02811"
"Azerbaijan","2009","Not applicable","Not applicable","Number","332982.18253"
"Azerbaijan","2008","Not applicable","Not applicable","Number","200191.59734"
"Azerbaijan","2007","Not applicable","Not applicable","Number","182086.70118"
"Azerbaijan","2006","Not applicable","Not applicable","Number","143161.14843"
"Azerbaijan","2005","Not applicable","Not applicable","Number","132322.28542"
"Azerbaijan","2004","Not applicable","Not applicable","Number","137558.19075"
"Azerbaijan","2003","Not applicable","Not applicable","Number","132339.90796"
"Azerbaijan","2002","Not applicable","Not applicable","Number","108279.06823"
"Azerbaijan","2001","Not applicable","Not applicable","Number","108718.50059"
"Azerbaijan","2000","Not applicable","Not applicable","Number","95578.60705"
"Azerbaijan","1999","Not applicable","Not applicable","Number","98359.23506"
"Azerbaijan","1998","Not applicable","Not applicable","Number","96710.82955"
"Azerbaijan","1997","Not applicable","Not applicable","Number","76291.08963"
"Azerbaijan","1996","Not applicable","Not applicable","Number","45151.7271"
"Bahrain","2014","Not applicable","Not applicable","Number","61828.68372"
"Belarus","2013","Not applicable","Not applicable","Number","1125432.85045"
"Belarus","2012","Not applicable","Not applicable","Number","1086494.68772"
"Belarus","2011","Not applicable","Not applicable","Number","1101929.55981"
"Belarus","2010","Not applicable","Not applicable","Number","1012562.20713"
"Belarus","2009","Not applicable","Not applicable","Number","860455.27187"
"Belarus","2008","Not applicable","Not applicable","Number","983252.58265"
"Belarus","2007","Not applicable","Not applicable","Number","1135382.22249"
"Belarus","2006","Not applicable","Not applicable","Number","699340.53176"
"Belarus","2005","Not applicable","Not applicable","Number","633493.05"
"Belarus","2004","Not applicable","Not applicable","Number","518906.79509"
"Belarus","2003","Not applicable","Not applicable","Number","441494.6878"
"Belarus","2002","Not applicable","Not applicable","Number","410615.18547"
"Belarus","2001","Not applicable","Not applicable","Number","439465.93125"
"Belarus","2000","Not applicable","Not applicable","Number","418007.70365"
"Belarus","1999","Not applicable","Not applicable","Number","452169.71929"
"Belarus","1998","Not applicable","Not applicable","Number","359651.22647"
"Belarus","1997","Not applicable","Not applicable","Number","339482.69423"
"Belarus","1996","Not applicable","Not applicable","Number","409823.94163"
"Belgium","2014","Not applicable","Not applicable","Number","11779936.63019"
"Belgium","2013","Not applicable","Not applicable","Number","11222700.9517"
"Belgium","2012","Not applicable","Not applicable","Number","10863295.86237"
"Belgium","2011","Not applicable","Not applicable","Number","9729106.7106"
"Belgium","2010","Not applicable","Not applicable","Number","8765993.91444"
"Belgium","2009","Not applicable","Not applicable","Number","8068475.89629"
"Belgium","2008","Not applicable","Not applicable","Number","7799276.24831"
"Belgium","2007","Not applicable","Not applicable","Number","7168538.60363"
"Belgium","2006","Not applicable","Not applicable","Number","6715702.00547"
"Belgium","2005","Not applicable","Not applicable","Number","6171134.94887"
"Belgium","2004","Not applicable","Not applicable","Number","6029530.50239"
"Belgium","2003","Not applicable","Not applicable","Number","5901653.62076"
"Belgium","2002","Not applicable","Not applicable","Number","6010856.14823"
"Belgium","2001","Not applicable","Not applicable","Number","6070591.50493"
"Belgium","2000","Not applicable","Not applicable","Number","5574167.88037"
"Belgium","1999","Not applicable","Not applicable","Number","5012140.8754"
"Belgium","1998","Not applicable","Not applicable","Number","4622623.80535"
"Belgium","1997","Not applicable","Not applicable","Number","4444329.13659"
"Belgium","1996","Not applicable","Not applicable","Number","4092480.34291"
"Bermuda","2013","Not applicable","Not applicable","Number","7692.05066"
"Bermuda","2012","Not applicable","Not applicable","Number","7949.33643"
"Bermuda","2011","Not applicable","Not applicable","Number","9273.53857"
"Bermuda","2010","Not applicable","Not applicable","Number","8018.08603"
"Bermuda","2009","Not applicable","Not applicable","Number","8066.9609"
"Bermuda","2008","Not applicable","Not applicable","Number","7970.60276"
"Bermuda","2007","Not applicable","Not applicable","Number","7543.85341"
"Bermuda","1997","Not applicable","Not applicable","Number","1196.74128"
"Bolivia","2009","Not applicable","Not applicable","Number","78275.76027"
"Bolivia","2002","Not applicable","Not applicable","Number","87315.11197"
"Bolivia","2001","Not applicable","Not applicable","Number","89051.57107"
"Bolivia","2000","Not applicable","Not applicable","Number","83832.42989"
"Bolivia","1999","Not applicable","Not applicable","Number","82999.79137"
"Bolivia","1998","Not applicable","Not applicable","Number","80473.05613"
"Bolivia","1997","Not applicable","Not applicable","Number","81147.06171"
"Bolivia","1996","Not applicable","Not applicable","Number","78343.29914"
"Bosnia and Herzegovina","2014","Not applicable","Not applicable","Number","98587.14191"
"Bosnia and Herzegovina","2013","Not applicable","Not applicable","Number","119480.07311"
"Bosnia and Herzegovina","2012","Not applicable","Not applicable","Number","96985.66555"
"Bosnia and Herzegovina","2009","Not applicable","Not applicable","Number","7026.83189"
"Bosnia and Herzegovina","2008","Not applicable","Not applicable","Number","6224.14023"
"Bosnia and Herzegovina","2007","Not applicable","Not applicable","Number","7772.43922"
"Bosnia and Herzegovina","2006","Not applicable","Not applicable","Number","5542.51192"
"Bosnia and Herzegovina","2005","Not applicable","Not applicable","Number","6627.92286"
"Bosnia and Herzegovina","2004","Not applicable","Not applicable","Number","3549.88014"
"Bosnia and Herzegovina","2003","Not applicable","Not applicable","Number","3746.94327"
"Botswana","2012","Not applicable","Not applicable","Number","76706.54652"
"Botswana","2005","Not applicable","Not applicable","Number","101993.2392"
"Brazil","2013","Not applicable","Not applicable","Number","39704466.0008"
"Brazil","2012","Not applicable","Not applicable","Number","35462182.18145"
"Brazil","2011","Not applicable","Not applicable","Number","33904393.01194"
"Brazil","2010","Not applicable","Not applicable","Number","32514724.63732"
"Brazil","2009","Not applicable","Not applicable","Number","28848329.18569"
"Brazil","2008","Not applicable","Not applicable","Number","28943748.12048"
"Brazil","2007","Not applicable","Not applicable","Number","25891583.46816"
"Brazil","2006","Not applicable","Not applicable","Number","21717521.38975"
"Brazil","2005","Not applicable","Not applicable","Number","20547192.58963"
"Brazil","2004","Not applicable","Not applicable","Number","18548362.79825"
"Brazil","2003","Not applicable","Not applicable","Number","17709291.57235"
"Brazil","2002","Not applicable","Not applicable","Number","16770684.42322"
"Brazil","2001","Not applicable","Not applicable","Number","16940642.47125"
"Brazil","2000","Not applicable","Not applicable","Number","15834037.08956"
"Brunei Darussalam","2004","Not applicable","Not applicable","Number","8708.6854"
"Brunei Darussalam","2003","Not applicable","Not applicable","Number","4196.47191"
"Brunei Darussalam","2002","Not applicable","Not applicable","Number","3456.87622"
"Bulgaria","2014","Not applicable","Not applicable","Number","954477.81876"
"Bulgaria","2013","Not applicable","Not applicable","Number","742691.33412"
"Bulgaria","2012","Not applicable","Not applicable","Number","709737.22885"
"Bulgaria","2011","Not applicable","Not applicable","Number","614886.62174"
"Bulgaria","2010","Not applicable","Not applicable","Number","637047.19261"
"Bulgaria","2009","Not applicable","Not applicable","Number","548900.55482"
"Bulgaria","2008","Not applicable","Not applicable","Number","498847.20453"
"Bulgaria","2007","Not applicable","Not applicable","Number","429003.41294"
"Bulgaria","2006","Not applicable","Not applicable","Number","390568.8192"
"Bulgaria","2005","Not applicable","Not applicable","Number","347442.67033"
"Bulgaria","2004","Not applicable","Not applicable","Number","336348.30347"
"Bulgaria","2003","Not applicable","Not applicable","Number","310840.99556"
"Bulgaria","2002","Not applicable","Not applicable","Number","284510.97947"
"Bulgaria","2001","Not applicable","Not applicable","Number","248034.8472"
"Bulgaria","2000","Not applicable","Not applicable","Number","258642.84508"
"Bulgaria","1999","Not applicable","Not applicable","Number","257239.98592"
"Bulgaria","1998","Not applicable","Not applicable","Number","250463.42103"
"Bulgaria","1997","Not applicable","Not applicable","Number","211524.74666"
"Bulgaria","1996","Not applicable","Not applicable","Number","224724.63249"
"Burkina Faso","2009","Not applicable","Not applicable","Number","39701.34916"
"Burkina Faso","2008","Not applicable","Not applicable","Number","35644.75424"
"Burkina Faso","2007","Not applicable","Not applicable","Number","19342.92556"
"Burkina Faso","2005","Not applicable","Not applicable","Number","25108.08119"
"Burkina Faso","2004","Not applicable","Not applicable","Number","31755.92987"
"Burkina Faso","2003","Not applicable","Not applicable","Number","33153.60972"
"Burkina Faso","2002","Not applicable","Not applicable","Number","37655.1688"
"Burkina Faso","2001","Not applicable","Not applicable","Number","19997.84377"
"Burkina Faso","1997","Not applicable","Not applicable","Number","14144.32463"
"Burkina Faso","1996","Not applicable","Not applicable","Number","11439.52801"
"Burundi","2011","Not applicable","Not applicable","Number","8460.3342"
"Burundi","2010","Not applicable","Not applicable","Number","9024.54746"
"Burundi","2009","Not applicable","Not applicable","Number","9014.60314"
"Burundi","2008","Not applicable","Not applicable","Number","9236.66616"
"Burundi","2007","Not applicable","Not applicable","Number","11225.04069"
"Cambodia","2002","Not applicable","Not applicable","Number","7900.91792"
"Canada","2014","Not applicable","Not applicable","Number","25233624.11137"
"Canada","2013","Not applicable","Not applicable","Number","25543249.43816"
"Canada","2012","Not applicable","Not applicable","Number","26245238.55186"
"Canada","2011","Not applicable","Not applicable","Number","25674568.35368"
"Canada","2010","Not applicable","Not applicable","Number","25029920.40068"
"Canada","2009","Not applicable","Not applicable","Number","25028493.3892"
"Canada","2008","Not applicable","Not applicable","Number","24911899.80476"
"Canada","2007","Not applicable","Not applicable","Number","24741989.45961"
"Canada","2006","Not applicable","Not applicable","Number","24091524.42955"
"Canada","2005","Not applicable","Not applicable","Number","23089967.07436"
"Canada","2004","Not applicable","Not applicable","Number","21643016.37727"
"Canada","2003","Not applicable","Not applicable","Number","20133516.7483"
"Canada","2002","Not applicable","Not applicable","Number","19145341.41685"
"Canada","2001","Not applicable","Not applicable","Number","18967725.43084"
"Canada","2000","Not applicable","Not applicable","Number","16746641.46578"
"Canada","1999","Not applicable","Not applicable","Number","14810927.01606"
"Canada","1998","Not applicable","Not applicable","Number","13554135.66268"
"Canada","1997","Not applicable","Not applicable","Number","12173131.94491"
"Canada","1996","Not applicable","Not applicable","Number","11426681.0024"
"Cape Verde","2011","Not applicable","Not applicable","Number","2211.42801"
"Chile","2014","Not applicable","Not applicable","Number","1505442.00798"
"Chile","2013","Not applicable","Not applicable","Number","1510042.60848"
"Chile","2012","Not applicable","Not applicable","Number","1343655.67218"
"Chile","2011","Not applicable","Not applicable","Number","1232068.84292"
"Chile","2010","Not applicable","Not applicable","Number","1028149.36672"
"Chile","2009","Not applicable","Not applicable","Number","963990.56027"
"Chile","2008","Not applicable","Not applicable","Number","1026320.22896"
"Chile","2007","Not applicable","Not applicable","Number","861122.70258"
"China","2014","Not applicable","Not applicable","Number","368635860.47282"
"China","2013","Not applicable","Not applicable","Number","333521614.50899"
"China","2012","Not applicable","Not applicable","Number","292062932.98425"
"China","2011","Not applicable","Not applicable","Number","247808303.28524"
"China","2010","Not applicable","Not applicable","Number","213460101.84102"
"China","2009","Not applicable","Not applicable","Number","185266699.60153"
"China","2008","Not applicable","Not applicable","Number","146126571.33733"
"China","2007","Not applicable","Not applicable","Number","124187084.37051"
"China","2006","Not applicable","Not applicable","Number","105580576.55626"
"China","2005","Not applicable","Not applicable","Number","86827628.79998"
"China","2004","Not applicable","Not applicable","Number","70131697.43252"
"China","2003","Not applicable","Not applicable","Number","57137216.77903"
"China","2002","Not applicable","Not applicable","Number","48059901.19796"
"China","2001","Not applicable","Not applicable","Number","38547691.02526"
"China","2000","Not applicable","Not applicable","Number","33044547.2495"
"China","1999","Not applicable","Not applicable","Number","24987443.00017"
"China","1998","Not applicable","Not applicable","Number","19724400.37201"
"China","1997","Not applicable","Not applicable","Number","17862094.03383"
"China","1996","Not applicable","Not applicable","Number","14174650.74862"
"Colombia","2014","Not applicable","Not applicable","Number","1246949.3547"
"Colombia","2013","Not applicable","Not applicable","Number","1536808.33473"
"Colombia","2012","Not applicable","Not applicable","Number","1169283.28026"
"Colombia","2011","Not applicable","Not applicable","Number","1106890.90346"
"Colombia","2010","Not applicable","Not applicable","Number","959516.54522"
"Colombia","2009","Not applicable","Not applicable","Number","899142.96253"
"Colombia","2008","Not applicable","Not applicable","Number","884936.13903"
"Colombia","2007","Not applicable","Not applicable","Number","782686.26945"
"Colombia","2006","Not applicable","Not applicable","Number","604301.49546"
"Colombia","2005","Not applicable","Not applicable","Number","551014.7884"
"Colombia","2004","Not applicable","Not applicable","Number","509790.43634"
"Colombia","2003","Not applicable","Not applicable","Number","550583.77212"
"Colombia","2002","Not applicable","Not applicable","Number","333986.33734"
"Colombia","2001","Not applicable","Not applicable","Number","302850.89777"
"Colombia","2000","Not applicable","Not applicable","Number","282122.36859"
"Colombia","1997","Not applicable","Not applicable","Number","689534.55462"
"Colombia","1996","Not applicable","Not applicable","Number","716690.69766"
"Costa Rica","2013","Not applicable","Not applicable","Number","379435.76383"
"Costa Rica","2012","Not applicable","Not applicable","Number","367261.79058"
"Costa Rica","2011","Not applicable","Not applicable","Number","285072.34591"
"Costa Rica","2010","Not applicable","Not applicable","Number","272070.53004"
"Costa Rica","2009","Not applicable","Not applicable","Number","287174.93202"
"Costa Rica","2008","Not applicable","Not applicable","Number","211973.47345"
"Costa Rica","2007","Not applicable","Not applicable","Number","184978.62913"
"Costa Rica","2006","Not applicable","Not applicable","Number","197330.58605"
"Costa Rica","2004","Not applicable","Not applicable","Number","139600.58505"
"Costa Rica","2003","Not applicable","Not applicable","Number","124599.66387"
"Costa Rica","2000","Not applicable","Not applicable","Number","115368.60578"
"Costa Rica","1999","Not applicable","Not applicable","Number","94908.24351"
"Costa Rica","1998","Not applicable","Not applicable","Number","67025.45599"
"Costa Rica","1997","Not applicable","Not applicable","Number","69092.60794"
"Costa Rica","1996","Not applicable","Not applicable","Number","65946.45659"
"Croatia","2014","Not applicable","Not applicable","Number","710190.27373"
"Croatia","2013","Not applicable","Not applicable","Number","739806.00963"
"Croatia","2012","Not applicable","Not applicable","Number","676795.85289"
"Croatia","2011","Not applicable","Not applicable","Number","662517.68921"
"Croatia","2010","Not applicable","Not applicable","Number","624056.27939"
"Croatia","2009","Not applicable","Not applicable","Number","725388.81564"
"Croatia","2008","Not applicable","Not applicable","Number","802349.03115"
"Croatia","2007","Not applicable","Not applicable","Number","665051.78481"
"Croatia","2006","Not applicable","Not applicable","Number","559268.26009"
"Croatia","2005","Not applicable","Not applicable","Number","590424.21404"
"Croatia","2004","Not applicable","Not applicable","Number","670212.54857"
"Croatia","2003","Not applicable","Not applicable","Number","575831.57441"
"Croatia","2002","Not applicable","Not applicable","Number","536309.39139"
"Croatia","2001","Not applicable","Not applicable","Number","479747.77985"
"Croatia","2000","Not applicable","Not applicable","Number","510980.36691"
"Croatia","1999","Not applicable","Not applicable","Number","386629.27103"
"Cuba","2013","Not applicable","Not applicable","Number","1111624.43552"
"Cuba","2012","Not applicable","Not applicable","Number","914986.12295"
"Cuba","2011","Not applicable","Not applicable","Number","582719.60963"
"Cuba","2010","Not applicable","Not applicable","Number","1241072.6468"
"Cuba","2009","Not applicable","Not applicable","Number","1211687.37838"
"Cuba","2008","Not applicable","Not applicable","Number","965100.22266"
"Cuba","2007","Not applicable","Not applicable","Number","792056.23376"
"Cuba","2006","Not applicable","Not applicable","Number","727932.18471"
"Cuba","2005","Not applicable","Not applicable","Number","784110.62166"
"Cuba","2004","Not applicable","Not applicable","Number","749214.97021"
"Cuba","2003","Not applicable","Not applicable","Number","666622.08279"
"Cuba","2002","Not applicable","Not applicable","Number","610274.6477"
"Cuba","2001","Not applicable","Not applicable","Number","593458.90391"
"Cuba","2000","Not applicable","Not applicable","Number","476158.5587"
"Cuba","1999","Not applicable","Not applicable","Number","420879.49368"
"Cuba","1998","Not applicable","Not applicable","Number","426929.36462"
"Cuba","1997","Not applicable","Not applicable","Number","337965.74478"
"Cuba","1996","Not applicable","Not applicable","Number","279533.21581"
"Cyprus","2014","Not applicable","Not applicable","Number","124563.65874"
"Cyprus","2013","Not applicable","Not applicable","Number","124413.1111"
"Cyprus","2012","Not applicable","Not applicable","Number","120724.01846"
"Cyprus","2011","Not applicable","Not applicable","Number","128008.84957"
"Cyprus","2010","Not applicable","Not applicable","Number","127272.76974"
"Cyprus","2009","Not applicable","Not applicable","Number","124113.92019"
"Cyprus","2008","Not applicable","Not applicable","Number","107083.45362"
"Cyprus","2007","Not applicable","Not applicable","Number","98536.92235"
"Cyprus","2006","Not applicable","Not applicable","Number","86478.18145"
"Cyprus","2005","Not applicable","Not applicable","Number","74794.93971"
"Cyprus","2004","Not applicable","Not applicable","Number","63126.2955"
"Cyprus","2003","Not applicable","Not applicable","Number","54870.773"
"Cyprus","2002","Not applicable","Not applicable","Number","45935.86256"
"Cyprus","2001","Not applicable","Not applicable","Number","37394.95721"
"Cyprus","2000","Not applicable","Not applicable","Number","32832.51587"
"Cyprus","1999","Not applicable","Not applicable","Number","28917.38351"
"Cyprus","1998","Not applicable","Not applicable","Number","25427.5232"
"Czech Republic","2014","Not applicable","Not applicable","Number","6383494.91879"
"Czech Republic","2013","Not applicable","Not applicable","Number","5812938.73272"
"Czech Republic","2012","Not applicable","Not applicable","Number","5387975.55794"
"Czech Republic","2011","Not applicable","Not applicable","Number","4683790.94661"
"Czech Republic","2010","Not applicable","Not applicable","Number","3796410.0291"
"Czech Republic","2009","Not applicable","Not applicable","Number","3660339.4662"
"Czech Republic","2008","Not applicable","Not applicable","Number","3496856.63491"
"Czech Republic","2007","Not applicable","Not applicable","Number","3586475.6811"
"Czech Republic","2006","Not applicable","Not applicable","Number","3084205.63494"
"Czech Republic","2005","Not applicable","Not applicable","Number","2664509.37244"
"Czech Republic","2004","Not applicable","Not applicable","Number","2455856.61616"
"Czech Republic","2003","Not applicable","Not applicable","Number","2300957.64193"
"Czech Republic","2002","Not applicable","Not applicable","Number","2063862.53673"
"Czech Republic","2001","Not applicable","Not applicable","Number","1993484.96163"
"Czech Republic","2000","Not applicable","Not applicable","Number","1864578.56844"
"Czech Republic","1999","Not applicable","Not applicable","Number","1672503.44555"
"Czech Republic","1998","Not applicable","Not applicable","Number","1645315.937"
"Czech Republic","1997","Not applicable","Not applicable","Number","1531353.98018"
"Czech Republic","1996","Not applicable","Not applicable","Number","1360575.68757"
"Democratic Republic of the Congo","2009","Not applicable","Not applicable","Number","28390.18645"
"Democratic Republic of the Congo","2008","Not applicable","Not applicable","Number","29163.72627"
"Democratic Republic of the Congo","2007","Not applicable","Not applicable","Number","44077.45587"
"Democratic Republic of the Congo","2006","Not applicable","Not applicable","Number","17736.15893"
"Democratic Republic of the Congo","2005","Not applicable","Not applicable","Number","15505.23121"
"Democratic Republic of the Congo","2004","Not applicable","Not applicable","Number","65358.81524"
"Denmark","2014","Not applicable","Not applicable","Number","7814422.84838"
"Denmark","2013","Not applicable","Not applicable","Number","7583815.66769"
"Denmark","2012","Not applicable","Not applicable","Number","7371183.01624"
"Denmark","2011","Not applicable","Not applicable","Number","7157095.80104"
"Denmark","2010","Not applicable","Not applicable","Number","6811776.63582"
"Denmark","2009","Not applicable","Not applicable","Number","6717152.00589"
"Denmark","2008","Not applicable","Not applicable","Number","6235817.8297"
"Denmark","2007","Not applicable","Not applicable","Number","5311721.94295"
"Denmark","2006","Not applicable","Not applicable","Number","4857811.22114"
"Denmark","2005","Not applicable","Not applicable","Number","4418876.39502"
"Denmark","2004","Not applicable","Not applicable","Number","4336763.2526"
"Denmark","2003","Not applicable","Not applicable","Number","4231793.05685"
"Denmark","2002","Not applicable","Not applicable","Number","4147210.49475"
"Denmark","2001","Not applicable","Not applicable","Number","3767093.9762"
"Denmark","1999","Not applicable","Not applicable","Number","3118774.09247"
"Denmark","1998","Not applicable","Not applicable","Number","2832922.71892"
"Denmark","1997","Not applicable","Not applicable","Number","2566130.42063"
"Denmark","1996","Not applicable","Not applicable","Number","2327396.22532"
"Ecuador","2011","Not applicable","Not applicable","Number","512117.44035"
"Ecuador","2010","Not applicable","Not applicable","Number","551457.20481"
"Ecuador","2009","Not applicable","Not applicable","Number","515364.5151"
"Ecuador","2008","Not applicable","Not applicable","Number","293576.45228"
"Ecuador","2007","Not applicable","Not applicable","Number","156804.73242"
"Ecuador","2006","Not applicable","Not applicable","Number","145712.4245"
"Ecuador","2003","Not applicable","Not applicable","Number","49961.68114"
"Ecuador","2002","Not applicable","Not applicable","Number","46018.69681"
"Ecuador","2001","Not applicable","Not applicable","Number","40511.65891"
"Ecuador","1998","Not applicable","Not applicable","Number","48192.82287"
"Ecuador","1997","Not applicable","Not applicable","Number","44368.78955"
"Ecuador","1996","Not applicable","Not applicable","Number","49443.43219"
"Egypt","2014","Not applicable","Not applicable","Number","6401739.86362"
"Egypt","2013","Not applicable","Not applicable","Number","6167499.79011"
"Egypt","2012","Not applicable","Not applicable","Number","4749305.02579"
"Egypt","2011","Not applicable","Not applicable","Number","4485394.09851"
"Egypt","2010","Not applicable","Not applicable","Number","3519520.73339"
"Egypt","2009","Not applicable","Not applicable","Number","3304606.40111"
"Egypt","2008","Not applicable","Not applicable","Number","1954738.56487"
"Egypt","2007","Not applicable","Not applicable","Number","1688943.18278"
"Egypt","2006","Not applicable","Not applicable","Number","1559898.95684"
"Egypt","2005","Not applicable","Not applicable","Number","1320141.31954"
"Egypt","2004","Not applicable","Not applicable","Number","1368897.76971"
"Egypt","2000","Not applicable","Not applicable","Number","787750.68907"
"Egypt","1999","Not applicable","Not applicable","Number","708333.01566"
"Egypt","1998","Not applicable","Not applicable","Number","701885.96575"
"Egypt","1997","Not applicable","Not applicable","Number","662249.34545"
"Egypt","1996","Not applicable","Not applicable","Number","664210.5829"
"El Salvador","2014","Not applicable","Not applicable","Number","42945.23474"
"El Salvador","2013","Not applicable","Not applicable","Number","28443.66664"
"El Salvador","2012","Not applicable","Not applicable","Number","14553.72321"
"El Salvador","2011","Not applicable","Not applicable","Number","14313.01218"
"El Salvador","2010","Not applicable","Not applicable","Number","29643.05354"
"El Salvador","2009","Not applicable","Not applicable","Number","33277.81997"
"El Salvador","2008","Not applicable","Not applicable","Number","49510.74539"
"El Salvador","2007","Not applicable","Not applicable","Number","38097.47178"
"El Salvador","1998","Not applicable","Not applicable","Number","21662.01061"
"Estonia","2014","Not applicable","Not applicable","Number","508430.5176"
"Estonia","2013","Not applicable","Not applicable","Number","592191.39368"
"Estonia","2012","Not applicable","Not applicable","Number","706221.39692"
"Estonia","2011","Not applicable","Not applicable","Number","733450.72707"
"Estonia","2010","Not applicable","Not applicable","Number","444254.42899"
"Estonia","2009","Not applicable","Not applicable","Number","376399.63083"
"Estonia","2008","Not applicable","Not applicable","Number","379072.21247"
"Estonia","2007","Not applicable","Not applicable","Number","312941.30368"
"Estonia","2006","Not applicable","Not applicable","Number","290423.71691"
"Estonia","2005","Not applicable","Not applicable","Number","207225.38747"
"Estonia","2004","Not applicable","Not applicable","Number","170268.92369"
"Estonia","2003","Not applicable","Not applicable","Number","139295.64701"
"Estonia","2002","Not applicable","Not applicable","Number","116672.77621"
"Estonia","2001","Not applicable","Not applicable","Number","102394.24207"
"Estonia","2000","Not applicable","Not applicable","Number","81396.24342"
"Estonia","1999","Not applicable","Not applicable","Number","82469.79104"
"Estonia","1998","Not applicable","Not applicable","Number","67116.93877"
"Ethiopia","2013","Not applicable","Not applicable","Number","785944.82323"
"Ethiopia","2010","Not applicable","Not applicable","Number","222715.35172"
"Ethiopia","2007","Not applicable","Not applicable","Number","111769.33607"
"Ethiopia","2005","Not applicable","Not applicable","Number","89644.64987"
"Finland","2014","Not applicable","Not applicable","Number","6933039.49281"
"Finland","2013","Not applicable","Not applicable","Number","7175592.18684"
"Finland","2012","Not applicable","Not applicable","Number","7443943.9603"
"Finland","2011","Not applicable","Not applicable","Number","7892049.22277"
"Finland","2010","Not applicable","Not applicable","Number","7653066.80309"
"Finland","2009","Not applicable","Not applicable","Number","7514757.17706"
"Finland","2008","Not applicable","Not applicable","Number","7487875.81909"
"Finland","2007","Not applicable","Not applicable","Number","6637141.89116"
"Finland","2006","Not applicable","Not applicable","Number","6068159.93866"
"Finland","2005","Not applicable","Not applicable","Number","5601228.77679"
"Finland","2004","Not applicable","Not applicable","Number","5388683.73922"
"Finland","2003","Not applicable","Not applicable","Number","4959946.96196"
"Finland","2002","Not applicable","Not applicable","Number","4814678.77655"
