"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Mongolia","2002","Not applicable","Not applicable","Number","3903400000"
"Mongolia","2003","Not applicable","Not applicable","Number","4605600000"
"Mongolia","2004","Not applicable","Not applicable","Number","6322500000"
"Mongolia","2005","Not applicable","Not applicable","Number","7231100000"
"Mongolia","2006","Not applicable","Not applicable","Number","7701100000"
"Mongolia","2007","Not applicable","Not applicable","Number","11810000000"
"Mongolia","2008","Not applicable","Not applicable","Number","22070700000"
"Mongolia","2009","Not applicable","Not applicable","Number","20087100000"
"Mongolia","2010","Not applicable","Not applicable","Number","23842700000"
"Mongolia","2011","Not applicable","Not applicable","Number","30371200000"
"Mongolia","2012","Not applicable","Not applicable","Number","39907500000"
"Mongolia","2013","Not applicable","Not applicable","Number","44571600000"
"Mongolia","2014","Not applicable","Not applicable","Number","49655100000"
"Montenegro","2003","Not applicable","Not applicable","Number","12046652"
"Montenegro","2004","Not applicable","Not applicable","Number","17010665"
"Montenegro","2005","Not applicable","Not applicable","Number","16778341"
"Montenegro","2006","Not applicable","Not applicable","Number","26684485"
"Montenegro","2007","Not applicable","Not applicable","Number","30796172"
"Montenegro","2011","Not applicable","Not applicable","Number","13215660"
"Montenegro","2013","Not applicable","Not applicable","Number","12586000"
"Montenegro","2014","Not applicable","Not applicable","Number","12559000"
"Morocco","1998","Not applicable","Not applicable","Number","1097800000"
"Morocco","2001","Not applicable","Not applicable","Number","2706510000"
"Morocco","2002","Not applicable","Not applicable","Number","2447850000"
"Morocco","2003","Not applicable","Not applicable","Number","3144000000"
"Morocco","2006","Not applicable","Not applicable","Number","3670080000"
"Morocco","2010","Not applicable","Not applicable","Number","5606460000"
"Mozambique","2002","Not applicable","Not applicable","Number","501580800"
"Mozambique","2006","Not applicable","Not applicable","Number","960670000"
"Mozambique","2008","Not applicable","Not applicable","Number","427210000"
"Mozambique","2010","Not applicable","Not applicable","Number","1457000000"
"Myanmar","2001","Not applicable","Not applicable","Number","2535022000"
"Myanmar","1997","Not applicable","Not applicable","Number","670000000"
"Myanmar","2002","Not applicable","Not applicable","Number","9122008000"
"Myanmar","1998","Not applicable","Not applicable","Number","550000000"
"Myanmar","1999","Not applicable","Not applicable","Number","965000000"
"Myanmar","2000","Not applicable","Not applicable","Number","2886055000"
"Namibia","2010","Not applicable","Not applicable","Number","117000000"
"Nepal","2008","Not applicable","Not applicable","Number","443611000"
"Nepal","2009","Not applicable","Not applicable","Number","2562035000"
"Nepal","2010","Not applicable","Not applicable","Number","3604614000"
"Netherlands","1996","Not applicable","Not applicable","Number","6344301000"
"Netherlands","1997","Not applicable","Not applicable","Number","6808065000"
"Netherlands","1998","Not applicable","Not applicable","Number","6868871000"
"Netherlands","1999","Not applicable","Not applicable","Number","7646000000"
"Netherlands","2000","Not applicable","Not applicable","Number","8090000000"
"Netherlands","2001","Not applicable","Not applicable","Number","8655000000"
"Netherlands","2002","Not applicable","Not applicable","Number","8747000000"
"Netherlands","2003","Not applicable","Not applicable","Number","9148000000"
"Netherlands","2004","Not applicable","Not applicable","Number","9469000000"
"Netherlands","2005","Not applicable","Not applicable","Number","9772000000"
"Netherlands","2006","Not applicable","Not applicable","Number","10175000000"
"Netherlands","2007","Not applicable","Not applicable","Number","10342000000"
"Netherlands","2008","Not applicable","Not applicable","Number","10502000000"
"Netherlands","2009","Not applicable","Not applicable","Number","10408000000"
"Netherlands","2010","Not applicable","Not applicable","Number","10892000000"
"Netherlands","2011","Not applicable","Not applicable","Number","12235300000"
"Netherlands","2012","Not applicable","Not applicable","Number","12512616000"
"Netherlands","2013","Not applicable","Not applicable","Number","12743400000"
"Netherlands","2014","Not applicable","Not applicable","Number","13075100000"
"New Zealand","1997","Not applicable","Not applicable","Number","1107355000"
"New Zealand","1999","Not applicable","Not applicable","Number","1091380000"
"New Zealand","2001","Not applicable","Not applicable","Number","1416200000"
"New Zealand","2003","Not applicable","Not applicable","Number","1660200000"
"New Zealand","2005","Not applicable","Not applicable","Number","1825600000"
"New Zealand","2007","Not applicable","Not applicable","Number","2161000000"
"New Zealand","2009","Not applicable","Not applicable","Number","2433000000"
"New Zealand","2011","Not applicable","Not applicable","Number","2625000000"
"New Zealand","2013","Not applicable","Not applicable","Number","2685000000"
"Nicaragua","1997","Not applicable","Not applicable","Number","27000000"
"Nicaragua","2002","Not applicable","Not applicable","Number","26000000"
"Nigeria","2007","Not applicable","Not applicable","Number","45852600000"
"Norway","2005","Not applicable","Not applicable","Number","29499300000"
"Norway","1997","Not applicable","Not applicable","Number","18187200000"
"Norway","2006","Not applicable","Not applicable","Number","32254400000"
"Norway","1999","Not applicable","Not applicable","Number","20318700000"
"Norway","2007","Not applicable","Not applicable","Number","36770200000"
"Norway","2001","Not applicable","Not applicable","Number","24443700000"
"Norway","2008","Not applicable","Not applicable","Number","40526700000"
"Norway","2002","Not applicable","Not applicable","Number","25440000000"
"Norway","2009","Not applicable","Not applicable","Number","41884500000"
"Norway","2003","Not applicable","Not applicable","Number","27215300000"
"Norway","2010","Not applicable","Not applicable","Number","42759100000"
"Norway","2004","Not applicable","Not applicable","Number","27532700000"
"Norway","2011","Not applicable","Not applicable","Number","45440400000"
"Norway","2012","Not applicable","Not applicable","Number","48043500000"
"Norway","2013","Not applicable","Not applicable","Number","50748200000"
"Norway","2014","Not applicable","Not applicable","Number","53866900000"
"Oman","2011","Not applicable","Not applicable","Number","35644768.01"
"Oman","2012","Not applicable","Not applicable","Number","61441495.5064955"
"Oman","2013","Not applicable","Not applicable","Number","51364585.634004"
"Pakistan","1997","Not applicable","Not applicable","Number","3779750000"
"Pakistan","1998","Not applicable","Not applicable","Number","2923750000"
"Pakistan","1999","Not applicable","Not applicable","Number","3405440000"
"Pakistan","2000","Not applicable","Not applicable","Number","4908030000"
"Pakistan","2001","Not applicable","Not applicable","Number","7017890000"
"Pakistan","2002","Not applicable","Not applicable","Number","9785470000"
"Pakistan","2005","Not applicable","Not applicable","Number","28397000000"
"Pakistan","2007","Not applicable","Not applicable","Number","58441746000"
"Pakistan","2009","Not applicable","Not applicable","Number","59142868000"
"Pakistan","2011","Not applicable","Not applicable","Number","60161274000"
"Pakistan","2013","Not applicable","Not applicable","Number","65556875000"
"Panama","1996","Not applicable","Not applicable","Number","30608000"
"Panama","1997","Not applicable","Not applicable","Number","31937000"
"Panama","1998","Not applicable","Not applicable","Number","31164000"
"Panama","1999","Not applicable","Not applicable","Number","33000000"
"Panama","2000","Not applicable","Not applicable","Number","44620000"
"Panama","2001","Not applicable","Not applicable","Number","45100000"
"Panama","2002","Not applicable","Not applicable","Number","44466000"
"Panama","2003","Not applicable","Not applicable","Number","43970000"
"Panama","2004","Not applicable","Not applicable","Number","34000000"
"Panama","2005","Not applicable","Not applicable","Number","37960000"
"Panama","2006","Not applicable","Not applicable","Number","42700000"
"Panama","2007","Not applicable","Not applicable","Number","38700000"
"Panama","2008","Not applicable","Not applicable","Number","47960000"
"Panama","2009","Not applicable","Not applicable","Number","35820000"
"Panama","2010","Not applicable","Not applicable","Number","42550000"
"Panama","2011","Not applicable","Not applicable","Number","60020000"
"Panama","2012","Not applicable","Not applicable","Number","30460000"
"Panama","2013","Not applicable","Not applicable","Number","28300000"
"Paraguay","2001","Not applicable","Not applicable","Number","23367270000"
"Paraguay","2002","Not applicable","Not applicable","Number","30821390000"
"Paraguay","2003","Not applicable","Not applicable","Number","30316461000"
"Paraguay","2004","Not applicable","Not applicable","Number","34878381000"
"Paraguay","2005","Not applicable","Not applicable","Number","40402470000"
"Paraguay","2008","Not applicable","Not applicable","Number","44179410000"
"Paraguay","2011","Not applicable","Not applicable","Number","59655900000"
"Paraguay","2012","Not applicable","Not applicable","Number","95947690000"
"Peru","1997","Not applicable","Not applicable","Number","129500000"
"Peru","1998","Not applicable","Not applicable","Number","163760000"
"Peru","1999","Not applicable","Not applicable","Number","167290000"
"Peru","2000","Not applicable","Not applicable","Number","203450000"
"Peru","2001","Not applicable","Not applicable","Number","202540000"
"Peru","2002","Not applicable","Not applicable","Number","204530000"
"Peru","2003","Not applicable","Not applicable","Number","220950000"
"Peru","2004","Not applicable","Not applicable","Number","355071000"
"Philippines","2002","Not applicable","Not applicable","Number","5770000000"
"Philippines","2003","Not applicable","Not applicable","Number","5910000000"
"Philippines","2005","Not applicable","Not applicable","Number","6326738000"
"Philippines","2007","Not applicable","Not applicable","Number","7556360000"
"Philippines","2009","Not applicable","Not applicable","Number","9146368165.9571"
"Philippines","2011","Not applicable","Not applicable","Number","11383970808.77"
"Philippines","2013","Not applicable","Not applicable","Number","15914710396.77"
"Poland","2001","Not applicable","Not applicable","Number","4858000000"
"Poland","1996","Not applicable","Not applicable","Number","2761400000"
"Poland","2002","Not applicable","Not applicable","Number","4522000000"
"Poland","1997","Not applicable","Not applicable","Number","3361000000"
"Poland","2003","Not applicable","Not applicable","Number","4558200000"
"Poland","1998","Not applicable","Not applicable","Number","4005100000"
"Poland","2004","Not applicable","Not applicable","Number","5155300000"
"Poland","1999","Not applicable","Not applicable","Number","4590500000"
"Poland","2005","Not applicable","Not applicable","Number","5574500000"
"Poland","2000","Not applicable","Not applicable","Number","4796100000"
"Poland","2006","Not applicable","Not applicable","Number","5892800000"
"Poland","2007","Not applicable","Not applicable","Number","6673000000"
"Poland","2008","Not applicable","Not applicable","Number","7706200000"
"Poland","2009","Not applicable","Not applicable","Number","9069900000"
"Poland","2010","Not applicable","Not applicable","Number","10416200000"
"Poland","2011","Not applicable","Not applicable","Number","11686700000"
"Poland","2012","Not applicable","Not applicable","Number","14352900000"
"Poland","2013","Not applicable","Not applicable","Number","14423800000"
"Poland","2014","Not applicable","Not applicable","Number","16168200000"
"Portugal","1996","Not applicable","Not applicable","Number","518460000"
"Portugal","1997","Not applicable","Not applicable","Number","576883000"
"Portugal","1998","Not applicable","Not applicable","Number","695800000"
"Portugal","1999","Not applicable","Not applicable","Number","814747000"
"Portugal","2000","Not applicable","Not applicable","Number","926589000"
"Portugal","2001","Not applicable","Not applicable","Number","1038432000"
"Portugal","2002","Not applicable","Not applicable","Number","1029006000"
"Portugal","2003","Not applicable","Not applicable","Number","1019581000"
"Portugal","2004","Not applicable","Not applicable","Number","1110346000"
"Portugal","2005","Not applicable","Not applicable","Number","1201112000"
"Portugal","2006","Not applicable","Not applicable","Number","1586922000"
"Portugal","2007","Not applicable","Not applicable","Number","1972733000"
"Portugal","2008","Not applicable","Not applicable","Number","2585075000"
"Portugal","2009","Not applicable","Not applicable","Number","2771600000"
"Portugal","2010","Not applicable","Not applicable","Number","2757555000"
"Portugal","2011","Not applicable","Not applicable","Number","2566450000"
"Portugal","2012","Not applicable","Not applicable","Number","2320133000"
"Portugal","2013","Not applicable","Not applicable","Number","2258471000"
"Portugal","2014","Not applicable","Not applicable","Number","2229134000"
"Puerto Rico","2009","Not applicable","Not applicable","Number","435000000"
"Puerto Rico","2013","Not applicable","Not applicable","Number","449337000"
"Qatar","2012","Not applicable","Not applicable","Number","3254836183"
"Republic of Korea","1996","Not applicable","Not applicable","Number","10878050000000"
"Republic of Korea","1997","Not applicable","Not applicable","Number","12185807000000"
"Republic of Korea","1998","Not applicable","Not applicable","Number","11336617000000"
"Republic of Korea","1999","Not applicable","Not applicable","Number","11921752000000"
"Republic of Korea","2000","Not applicable","Not applicable","Number","13848501000000"
"Republic of Korea","2001","Not applicable","Not applicable","Number","16110521000000"
"Republic of Korea","2002","Not applicable","Not applicable","Number","17325081000000"
"Republic of Korea","2003","Not applicable","Not applicable","Number","19068681000000"
"Republic of Korea","2004","Not applicable","Not applicable","Number","22185343337000"
"Republic of Korea","2005","Not applicable","Not applicable","Number","24155413600000"
"Republic of Korea","2006","Not applicable","Not applicable","Number","27345704100000"
"Republic of Korea","2007","Not applicable","Not applicable","Number","31301377260000"
"Republic of Korea","2008","Not applicable","Not applicable","Number","34498053840000"
"Republic of Korea","2009","Not applicable","Not applicable","Number","37928502240000"
"Republic of Korea","2010","Not applicable","Not applicable","Number","43854834283000"
"Republic of Korea","2011","Not applicable","Not applicable","Number","49890418950000"
"Republic of Korea","2012","Not applicable","Not applicable","Number","55450115649000"
"Republic of Korea","2013","Not applicable","Not applicable","Number","59300949330000"
"Republic of Korea","2014","Not applicable","Not applicable","Number","63734126793000"
"Romania","1996","Not applicable","Not applicable","Number","76835000"
"Romania","1997","Not applicable","Not applicable","Number","146500000"
"Romania","1998","Not applicable","Not applicable","Number","183339000"
"Romania","1999","Not applicable","Not applicable","Number","219581000"
"Romania","2000","Not applicable","Not applicable","Number","296205000"
"Romania","2001","Not applicable","Not applicable","Number","459343000"
"Romania","2002","Not applicable","Not applicable","Number","574386000"
"Romania","2003","Not applicable","Not applicable","Number","762065000"
"Romania","2004","Not applicable","Not applicable","Number","952872000"
"Romania","2005","Not applicable","Not applicable","Number","1183660000"
"Romania","2006","Not applicable","Not applicable","Number","1565802000"
"Romania","2007","Not applicable","Not applicable","Number","2177335000"
"Romania","2008","Not applicable","Not applicable","Number","2980700000"
"Romania","2009","Not applicable","Not applicable","Number","2356907000"
"Romania","2010","Not applicable","Not applicable","Number","2413467000"
"Romania","2011","Not applicable","Not applicable","Number","2786830000"
"Romania","2012","Not applicable","Not applicable","Number","2872728000"
"Romania","2013","Not applicable","Not applicable","Number","2464779000"
"Romania","2014","Not applicable","Not applicable","Number","2555662000"
"Russian Federation","2003","Not applicable","Not applicable","Number","169862400000"
"Russian Federation","1996","Not applicable","Not applicable","Number","19393892000"
"Russian Federation","2004","Not applicable","Not applicable","Number","196039900000"
"Russian Federation","1997","Not applicable","Not applicable","Number","24449691000"
"Russian Federation","2005","Not applicable","Not applicable","Number","230785200000"
"Russian Federation","1998","Not applicable","Not applicable","Number","25082066000"
"Russian Federation","2006","Not applicable","Not applicable","Number","288805200000"
"Russian Federation","1999","Not applicable","Not applicable","Number","48050525000"
"Russian Federation","2007","Not applicable","Not applicable","Number","371080300000"
"Russian Federation","2000","Not applicable","Not applicable","Number","76697100000"
"Russian Federation","2008","Not applicable","Not applicable","Number","431073200000"
"Russian Federation","2001","Not applicable","Not applicable","Number","105260700000"
"Russian Federation","2009","Not applicable","Not applicable","Number","485834300000"
"Russian Federation","2002","Not applicable","Not applicable","Number","135004500000"
"Russian Federation","2010","Not applicable","Not applicable","Number","523377200000"
"Russian Federation","2011","Not applicable","Not applicable","Number","610426700000"
"Russian Federation","2012","Not applicable","Not applicable","Number","699869800000"
"Russian Federation","2013","Not applicable","Not applicable","Number","749797600000"
"Russian Federation","2014","Not applicable","Not applicable","Number","847527000000"
"Saint Helena","1996","Not applicable","Not applicable","Number","38949000"
"Saint Helena","1997","Not applicable","Not applicable","Number","29419000"
"Saint Helena","1998","Not applicable","Not applicable","Number","30082000"
"Saint Helena","1999","Not applicable","Not applicable","Number","40390000"
"Saint Helena","2000","Not applicable","Not applicable","Number","51156000"
"Saint Lucia","1998","Not applicable","Not applicable","Number","13596809.86"
"Saint Lucia","1999","Not applicable","Not applicable","Number","6813510.81"
"Saint Vincent and the Grenadines","2001","Not applicable","Not applicable","Number","500000"
"Saint Vincent and the Grenadines","2002","Not applicable","Not applicable","Number","1500000"
"Saudi Arabia","2003","Not applicable","Not applicable","Number","504411000"
"Saudi Arabia","2004","Not applicable","Not applicable","Number","515679000"
"Saudi Arabia","2005","Not applicable","Not applicable","Number","520635000"
"Saudi Arabia","2006","Not applicable","Not applicable","Number","599178000"
"Saudi Arabia","2007","Not applicable","Not applicable","Number","704812000"
"Saudi Arabia","2008","Not applicable","Not applicable","Number","955544000"
"Saudi Arabia","2009","Not applicable","Not applicable","Number","1180752000"
"Senegal","2008","Not applicable","Not applicable","Number","22079800000"
"Senegal","2010","Not applicable","Not applicable","Number","34642937798"
"Serbia","1997","Not applicable","Not applicable","Number","1076543000"
"Serbia","2005","Not applicable","Not applicable","Number","7300526000"
"Serbia","1998","Not applicable","Not applicable","Number","1469710000"
"Serbia","2006","Not applicable","Not applicable","Number","9593216000"
"Serbia","1999","Not applicable","Not applicable","Number","2140765000"
"Serbia","2007","Not applicable","Not applicable","Number","8251208000"
"Serbia","2000","Not applicable","Not applicable","Number","3710114000"
"Serbia","2008","Not applicable","Not applicable","Number","10241247000"
"Serbia","2001","Not applicable","Not applicable","Number","2636486000"
"Serbia","2009","Not applicable","Not applicable","Number","24944966000"
"Serbia","2002","Not applicable","Not applicable","Number","7052877000"
"Serbia","2010","Not applicable","Not applicable","Number","22828236000"
"Serbia","2003","Not applicable","Not applicable","Number","6361680000"
"Serbia","2011","Not applicable","Not applicable","Number","24683992000"
"Serbia","2004","Not applicable","Not applicable","Number","4418784000"
"Serbia","2012","Not applicable","Not applicable","Number","32505764000"
"Serbia","2013","Not applicable","Not applicable","Number","28175330000"
"Serbia","2014","Not applicable","Not applicable","Number","30084387000"
"Seychelles","2001","Not applicable","Not applicable","Number","15500000"
"Seychelles","2002","Not applicable","Not applicable","Number","15560000"
"Seychelles","2003","Not applicable","Not applicable","Number","15696000"
"Seychelles","2004","Not applicable","Not applicable","Number","15999000"
"Seychelles","2005","Not applicable","Not applicable","Number","15271000"
"Singapore","1996","Not applicable","Not applicable","Number","1792139000"
"Singapore","2003","Not applicable","Not applicable","Number","3424470000"
"Singapore","1997","Not applicable","Not applicable","Number","2104559000"
"Singapore","2004","Not applicable","Not applicable","Number","4061896000"
"Singapore","1998","Not applicable","Not applicable","Number","2492265000"
"Singapore","2005","Not applicable","Not applicable","Number","4582211000"
"Singapore","1999","Not applicable","Not applicable","Number","2656303000"
"Singapore","2006","Not applicable","Not applicable","Number","5009697000"
"Singapore","2000","Not applicable","Not applicable","Number","3009520000"
"Singapore","2007","Not applicable","Not applicable","Number","6339092000"
"Singapore","2001","Not applicable","Not applicable","Number","3232685000"
"Singapore","2008","Not applicable","Not applicable","Number","7128096000"
"Singapore","2002","Not applicable","Not applicable","Number","3404660000"
"Singapore","2009","Not applicable","Not applicable","Number","6042822000"
"Singapore","2010","Not applicable","Not applicable","Number","6489030000"
"Singapore","2011","Not applicable","Not applicable","Number","7448500000"
"Singapore","2012","Not applicable","Not applicable","Number","7244744000"
"Singapore","2013","Not applicable","Not applicable","Number","7565823000"
"Singapore","2014","Not applicable","Not applicable","Number","8526470118.63"
"Slovakia","1996","Not applicable","Not applicable","Number","196010000"
"Slovakia","1997","Not applicable","Not applicable","Number","257054000"
"Slovakia","1998","Not applicable","Not applicable","Number","204275000"
"Slovakia","1999","Not applicable","Not applicable","Number","184293000"
"Slovakia","2000","Not applicable","Not applicable","Number","202018000"
"Slovakia","2001","Not applicable","Not applicable","Number","214665000"
"Slovakia","2002","Not applicable","Not applicable","Number","210217000"
"Slovakia","2003","Not applicable","Not applicable","Number","232889000"
"Slovakia","2004","Not applicable","Not applicable","Number","231196000"
"Slovakia","2005","Not applicable","Not applicable","Number","249054000"
"Slovakia","2006","Not applicable","Not applicable","Number","267649000"
"Slovakia","2007","Not applicable","Not applicable","Number","282630000"
"Slovakia","2008","Not applicable","Not applicable","Number","316459000"
"Slovakia","2009","Not applicable","Not applicable","Number","302994000"
"Slovakia","2010","Not applicable","Not applicable","Number","416369000"
"Slovakia","2011","Not applicable","Not applicable","Number","468439000"
"Slovakia","2012","Not applicable","Not applicable","Number","585225000"
"Slovakia","2013","Not applicable","Not applicable","Number","610876000"
"Slovakia","2014","Not applicable","Not applicable","Number","669632000"
"Slovenia","2002","Not applicable","Not applicable","Number","339865000"
"Slovenia","1996","Not applicable","Not applicable","Number","153630000"
"Slovenia","2003","Not applicable","Not applicable","Number","319632000"
"Slovenia","1997","Not applicable","Not applicable","Number","172463000"
"Slovenia","2004","Not applicable","Not applicable","Number","378579000"
"Slovenia","1998","Not applicable","Not applicable","Number","200363000"
"Slovenia","2005","Not applicable","Not applicable","Number","412765000"
"Slovenia","1999","Not applicable","Not applicable","Number","230298000"
"Slovenia","2006","Not applicable","Not applicable","Number","483716000"
"Slovenia","2000","Not applicable","Not applicable","Number","256368000"
"Slovenia","2007","Not applicable","Not applicable","Number","500510000"
"Slovenia","2001","Not applicable","Not applicable","Number","310378000"
"Slovenia","2008","Not applicable","Not applicable","Number","616949000"
"Slovenia","2009","Not applicable","Not applicable","Number","656882000"
"Slovenia","2010","Not applicable","Not applicable","Number","745942000"
"Slovenia","2011","Not applicable","Not applicable","Number","894213000"
"Slovenia","2012","Not applicable","Not applicable","Number","928306000"
"Slovenia","2013","Not applicable","Not applicable","Number","935006000"
"Slovenia","2014","Not applicable","Not applicable","Number","890232000"
"South Africa","1997","Not applicable","Not applicable","Number","4103000000"
"South Africa","2001","Not applicable","Not applicable","Number","7488100000"
"South Africa","2003","Not applicable","Not applicable","Number","10082600000"
"South Africa","2004","Not applicable","Not applicable","Number","12009981000"
"South Africa","2005","Not applicable","Not applicable","Number","14149239000"
"South Africa","2006","Not applicable","Not applicable","Number","16520570000"
"South Africa","2007","Not applicable","Not applicable","Number","18624059000"
"South Africa","2008","Not applicable","Not applicable","Number","21041046000"
"South Africa","2009","Not applicable","Not applicable","Number","20954676000"
"South Africa","2010","Not applicable","Not applicable","Number","20253805000"
"South Africa","2011","Not applicable","Not applicable","Number","22209192000"
"South Africa","2012","Not applicable","Not applicable","Number","23871219000"
"Spain","1996","Not applicable","Not applicable","Number","3852634000"
"Spain","2014","Not applicable","Not applicable","Number","12820756000"
"Spain","1997","Not applicable","Not applicable","Number","4038901000"
"Spain","1998","Not applicable","Not applicable","Number","4715016000"
"Spain","1999","Not applicable","Not applicable","Number","4995358000"
"Spain","2000","Not applicable","Not applicable","Number","5718988000"
"Spain","2001","Not applicable","Not applicable","Number","6227157000"
"Spain","2002","Not applicable","Not applicable","Number","7193538000"
"Spain","2003","Not applicable","Not applicable","Number","8213036000"
"Spain","2004","Not applicable","Not applicable","Number","8945761000"
"Spain","2005","Not applicable","Not applicable","Number","10196871000"
"Spain","2006","Not applicable","Not applicable","Number","11815218000"
"Spain","2007","Not applicable","Not applicable","Number","13342371000"
"Spain","2008","Not applicable","Not applicable","Number","14701393000"
"Spain","2009","Not applicable","Not applicable","Number","14581676000"
"Spain","2010","Not applicable","Not applicable","Number","14588455000"
"Spain","2011","Not applicable","Not applicable","Number","14184295000"
"Spain","2012","Not applicable","Not applicable","Number","13391607000"
"Spain","2013","Not applicable","Not applicable","Number","13011798000"
"Sri Lanka","1996","Not applicable","Not applicable","Number","1410000000"
"Sri Lanka","2000","Not applicable","Not applicable","Number","1810000000"
"Sri Lanka","2004","Not applicable","Not applicable","Number","3807500000"
"Sri Lanka","2006","Not applicable","Not applicable","Number","5119200000"
"Sri Lanka","2008","Not applicable","Not applicable","Number","5047730000"
"Sri Lanka","2010","Not applicable","Not applicable","Number","8778160000"
"Sri Lanka","2013","Not applicable","Not applicable","Number","9670000000"
"Sudan","1999","Not applicable","Not applicable","Number","143000000"
"Sudan","2000","Not applicable","Not applicable","Number","149000000"
"Sudan","2001","Not applicable","Not applicable","Number","152400000"
"Sudan","2002","Not applicable","Not applicable","Number","154000000"
"Sudan","2003","Not applicable","Not applicable","Number","156500000"
"Sudan","2004","Not applicable","Not applicable","Number","163730000"
"Sudan","2005","Not applicable","Not applicable","Number","192840000"
"Sweden","1997","Not applicable","Not applicable","Number","67026439000"
"Sweden","1999","Not applicable","Not applicable","Number","76569725000"
"Sweden","2001","Not applicable","Not applicable","Number","96989601000"
"Sweden","2003","Not applicable","Not applicable","Number","96773000000"
"Sweden","2004","Not applicable","Not applicable","Number","95131000000"
"Sweden","2005","Not applicable","Not applicable","Number","98472000000"
"Sweden","2006","Not applicable","Not applicable","Number","108477830000"
"Sweden","2007","Not applicable","Not applicable","Number","107372000000"
"Sweden","2008","Not applicable","Not applicable","Number","118405000000"
"Sweden","2009","Not applicable","Not applicable","Number","113442000000"
"Sweden","2010","Not applicable","Not applicable","Number","113207000000"
"Sweden","2011","Not applicable","Not applicable","Number","118809000000"
"Sweden","2012","Not applicable","Not applicable","Number","120911000000"
"Sweden","2013","Not applicable","Not applicable","Number","124635000000"
"Sweden","2014","Not applicable","Not applicable","Number","123848000000"
"Switzerland","1996","Not applicable","Not applicable","Number","9990000000"
"Switzerland","2000","Not applicable","Not applicable","Number","10675000000"
"Switzerland","2004","Not applicable","Not applicable","Number","13100000000"
"Switzerland","2008","Not applicable","Not applicable","Number","16300000000"
"Switzerland","2012","Not applicable","Not applicable","Number","18510000000"
"Tajikistan","2001","Not applicable","Not applicable","Number","2295300"
"Tajikistan","2002","Not applicable","Not applicable","Number","2385800"
"Tajikistan","2003","Not applicable","Not applicable","Number","3278000"
"Tajikistan","2004","Not applicable","Not applicable","Number","4130300"
"Tajikistan","2005","Not applicable","Not applicable","Number","6896900"
"Tajikistan","2006","Not applicable","Not applicable","Number","10018200"
"Tajikistan","2007","Not applicable","Not applicable","Number","8678700"
"Tajikistan","2008","Not applicable","Not applicable","Number","12364000"
"Tajikistan","2009","Not applicable","Not applicable","Number","17692400"
"Tajikistan","2010","Not applicable","Not applicable","Number","22024200"
"Tajikistan","2011","Not applicable","Not applicable","Number","36530100"
"Tajikistan","2012","Not applicable","Not applicable","Number","41300000"
"Tajikistan","2013","Not applicable","Not applicable","Number","47700000"
"Thailand","1996","Not applicable","Not applicable","Number","5528134446"
"Thailand","1997","Not applicable","Not applicable","Number","4811233677"
"Thailand","1999","Not applicable","Not applicable","Number","11896105291"
"Thailand","2000","Not applicable","Not applicable","Number","12406290172"
"Thailand","2001","Not applicable","Not applicable","Number","13485888214"
"Thailand","2002","Not applicable","Not applicable","Number","13302000000"
"Thailand","2003","Not applicable","Not applicable","Number","15499000000"
"Thailand","2004","Not applicable","Not applicable","Number","16571000000"
"Thailand","2005","Not applicable","Not applicable","Number","16667000000"
"Thailand","2006","Not applicable","Not applicable","Number","19549000000"
"Thailand","2007","Not applicable","Not applicable","Number","18225252706"
"Thailand","2009","Not applicable","Not applicable","Number","22654064758.03"
"Thailand","2011","Not applicable","Not applicable","Number","40869992809"
"Thailand","2014","Not applicable","Not applicable","Number","63489000000"
"The former Yugoslav Republic of Macedonia","1997","Not applicable","Not applicable","Number","702651000"
"The former Yugoslav Republic of Macedonia","1998","Not applicable","Not applicable","Number","837627000"
"The former Yugoslav Republic of Macedonia","1999","Not applicable","Not applicable","Number","721296000"
"The former Yugoslav Republic of Macedonia","2000","Not applicable","Not applicable","Number","1041518000"
"The former Yugoslav Republic of Macedonia","2001","Not applicable","Not applicable","Number","739758000"
"The former Yugoslav Republic of Macedonia","2002","Not applicable","Not applicable","Number","632520000"
"The former Yugoslav Republic of Macedonia","2003","Not applicable","Not applicable","Number","565984000"
"The former Yugoslav Republic of Macedonia","2004","Not applicable","Not applicable","Number","652470000"
"The former Yugoslav Republic of Macedonia","2006","Not applicable","Not applicable","Number","648700000"
"The former Yugoslav Republic of Macedonia","2007","Not applicable","Not applicable","Number","637390000"
"The former Yugoslav Republic of Macedonia","2008","Not applicable","Not applicable","Number","927623000"
"The former Yugoslav Republic of Macedonia","2009","Not applicable","Not applicable","Number","815917000"
"The former Yugoslav Republic of Macedonia","2010","Not applicable","Not applicable","Number","946061000"
"The former Yugoslav Republic of Macedonia","2011","Not applicable","Not applicable","Number","1034000000"
"The former Yugoslav Republic of Macedonia","2012","Not applicable","Not applicable","Number","1525000000"
"The former Yugoslav Republic of Macedonia","2013","Not applicable","Not applicable","Number","2203000000"
"Togo","2014","Not applicable","Not applicable","Number","6021042000"
"Togo","2010","Not applicable","Not applicable","Number","3983575481"
"Togo","2012","Not applicable","Not applicable","Number","4414720233"
"Trinidad and Tobago","1996","Not applicable","Not applicable","Number","35710000"
"Trinidad and Tobago","2003","Not applicable","Not applicable","Number","80100000"
"Trinidad and Tobago","1997","Not applicable","Not applicable","Number","41440000"
